2023-03-08 17:38:36 startup archives install
2024-05-21 20:56:35 status triggers-awaited evince:amd64 42.3-0ubuntu3.1
2024-05-21 20:56:35 configure brltty:amd64 6.4-4ubuntu3 <none>
2024-05-21 20:56:35 status unpacked brltty:amd64 6.4-4ubuntu3
2024-05-21 20:56:38 status half-configured brltty:amd64 6.4-4ubuntu3
2024-05-21 20:56:38 status installed brltty:amd64 6.4-4ubuntu3
2024-05-21 20:56:38 configure libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04 <none>
2024-05-21 20:56:38 status unpacked libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:38 status half-configured libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:38 status installed libstdc++-11-dev:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:38 configure zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2 <none>
2024-05-21 20:56:38 status unpacked zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-05-21 20:56:38 status half-configured zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-05-21 20:56:38 status installed zlib1g-dev:amd64 1:1.2.11.dfsg-2ubuntu9.2
2024-05-21 20:56:38 configure printer-driver-splix:amd64 2.0.0+svn315-7fakesync1ubuntu0.22.04.1 <none>
2024-05-21 20:56:38 status unpacked printer-driver-splix:amd64 2.0.0+svn315-7fakesync1ubuntu0.22.04.1
2024-05-21 20:56:38 status half-configured printer-driver-splix:amd64 2.0.0+svn315-7fakesync1ubuntu0.22.04.1
2024-05-21 20:56:38 status installed printer-driver-splix:amd64 2.0.0+svn315-7fakesync1ubuntu0.22.04.1
2024-05-21 20:56:38 configure bluez-cups:amd64 5.64-0ubuntu1pop1~1674313994~22.04~579884f <none>
2024-05-21 20:56:38 status unpacked bluez-cups:amd64 5.64-0ubuntu1pop1~1674313994~22.04~579884f
2024-05-21 20:56:38 status half-configured bluez-cups:amd64 5.64-0ubuntu1pop1~1674313994~22.04~579884f
2024-05-21 20:56:38 status installed bluez-cups:amd64 5.64-0ubuntu1pop1~1674313994~22.04~579884f
2024-05-21 20:56:38 configure avahi-daemon:amd64 0.8-5ubuntu5.2 <none>
2024-05-21 20:56:38 status unpacked avahi-daemon:amd64 0.8-5ubuntu5.2
2024-05-21 20:56:38 status half-configured avahi-daemon:amd64 0.8-5ubuntu5.2
2024-05-21 20:56:39 status installed avahi-daemon:amd64 0.8-5ubuntu5.2
2024-05-21 20:56:39 configure libhttp-daemon-perl:all 6.13-1ubuntu0.1 <none>
2024-05-21 20:56:39 status unpacked libhttp-daemon-perl:all 6.13-1ubuntu0.1
2024-05-21 20:56:39 status half-configured libhttp-daemon-perl:all 6.13-1ubuntu0.1
2024-05-21 20:56:39 status installed libhttp-daemon-perl:all 6.13-1ubuntu0.1
2024-05-21 20:56:39 configure gcc-11:amd64 11.4.0-1ubuntu1~22.04 <none>
2024-05-21 20:56:39 status unpacked gcc-11:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:39 status half-configured gcc-11:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:39 status installed gcc-11:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:39 configure ibus-table-emoji:all 1.3.11-2 <none>
2024-05-21 20:56:39 status unpacked ibus-table-emoji:all 1.3.11-2
2024-05-21 20:56:39 status half-configured ibus-table-emoji:all 1.3.11-2
2024-05-21 20:56:39 status installed ibus-table-emoji:all 1.3.11-2
2024-05-21 20:56:39 configure libavcodec58:amd64 7:4.4.2-0ubuntu0.22.04.1 <none>
2024-05-21 20:56:39 status unpacked libavcodec58:amd64 7:4.4.2-0ubuntu0.22.04.1
2024-05-21 20:56:39 status half-configured libavcodec58:amd64 7:4.4.2-0ubuntu0.22.04.1
2024-05-21 20:56:39 status installed libavcodec58:amd64 7:4.4.2-0ubuntu0.22.04.1
2024-05-21 20:56:39 configure printer-driver-hpcups:amd64 3.21.12+dfsg0-1 <none>
2024-05-21 20:56:39 status unpacked printer-driver-hpcups:amd64 3.21.12+dfsg0-1
2024-05-21 20:56:39 status half-configured printer-driver-hpcups:amd64 3.21.12+dfsg0-1
2024-05-21 20:56:39 status installed printer-driver-hpcups:amd64 3.21.12+dfsg0-1
2024-05-21 20:56:39 configure cryptsetup-initramfs:all 2:2.4.3-1ubuntu1.2 <none>
2024-05-21 20:56:39 status unpacked cryptsetup-initramfs:all 2:2.4.3-1ubuntu1.2
2024-05-21 20:56:39 status half-configured cryptsetup-initramfs:all 2:2.4.3-1ubuntu1.2
2024-05-21 20:56:39 status installed cryptsetup-initramfs:all 2:2.4.3-1ubuntu1.2
2024-05-21 20:56:39 configure kernelstub:all 3.1.4~1674849051~22.04~851230b <none>
2024-05-21 20:56:39 status unpacked kernelstub:all 3.1.4~1674849051~22.04~851230b
2024-05-21 20:56:39 status half-configured kernelstub:all 3.1.4~1674849051~22.04~851230b
2024-05-21 20:56:39 status installed kernelstub:all 3.1.4~1674849051~22.04~851230b
2024-05-21 20:56:40 configure libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:40 status unpacked libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:40 status half-configured libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:40 status installed libuno-cppuhelpergcc3-3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:40 configure libblkid-dev:amd64 2.37.2-4ubuntu3.4 <none>
2024-05-21 20:56:40 status unpacked libblkid-dev:amd64 2.37.2-4ubuntu3.4
2024-05-21 20:56:40 status half-configured libblkid-dev:amd64 2.37.2-4ubuntu3.4
2024-05-21 20:56:40 status installed libblkid-dev:amd64 2.37.2-4ubuntu3.4
2024-05-21 20:56:40 configure ipp-usb:amd64 0.9.20-1ubuntu0.22.04.1 <none>
2024-05-21 20:56:40 status unpacked ipp-usb:amd64 0.9.20-1ubuntu0.22.04.1
2024-05-21 20:56:40 status half-configured ipp-usb:amd64 0.9.20-1ubuntu0.22.04.1
2024-05-21 20:56:40 status installed ipp-usb:amd64 0.9.20-1ubuntu0.22.04.1
2024-05-21 20:56:40 configure pop-container-interactive:amd64 2.0.0~1697231037~22.04~733a5e2 <none>
2024-05-21 20:56:40 status unpacked pop-container-interactive:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:40 status half-configured pop-container-interactive:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:40 status installed pop-container-interactive:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:40 configure linux-headers-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee <none>
2024-05-21 20:56:40 status unpacked linux-headers-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 status half-configured linux-headers-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 status installed linux-headers-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 configure g++-11:amd64 11.4.0-1ubuntu1~22.04 <none>
2024-05-21 20:56:40 status unpacked g++-11:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:40 status half-configured g++-11:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:40 status installed g++-11:amd64 11.4.0-1ubuntu1~22.04
2024-05-21 20:56:40 configure avahi-utils:amd64 0.8-5ubuntu5.2 <none>
2024-05-21 20:56:40 status unpacked avahi-utils:amd64 0.8-5ubuntu5.2
2024-05-21 20:56:40 status half-configured avahi-utils:amd64 0.8-5ubuntu5.2
2024-05-21 20:56:40 status installed avahi-utils:amd64 0.8-5ubuntu5.2
2024-05-21 20:56:40 configure x11-apps:amd64 7.7+8build2 <none>
2024-05-21 20:56:40 status unpacked x11-apps:amd64 7.7+8build2
2024-05-21 20:56:40 status half-configured x11-apps:amd64 7.7+8build2
2024-05-21 20:56:40 status installed x11-apps:amd64 7.7+8build2
2024-05-21 20:56:40 configure yelp:amd64 42.1-1 <none>
2024-05-21 20:56:40 status unpacked yelp:amd64 42.1-1
2024-05-21 20:56:40 status half-configured yelp:amd64 42.1-1
2024-05-21 20:56:40 status triggers-awaited yelp:amd64 42.1-1
2024-05-21 20:56:40 configure libqmi-proxy:amd64 1.32.0-1ubuntu0.22.04.1 <none>
2024-05-21 20:56:40 status unpacked libqmi-proxy:amd64 1.32.0-1ubuntu0.22.04.1
2024-05-21 20:56:40 status half-configured libqmi-proxy:amd64 1.32.0-1ubuntu0.22.04.1
2024-05-21 20:56:40 status installed libqmi-proxy:amd64 1.32.0-1ubuntu0.22.04.1
2024-05-21 20:56:40 configure linux-headers-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee <none>
2024-05-21 20:56:40 status unpacked linux-headers-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 status half-configured linux-headers-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 status installed linux-headers-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 configure rygel:amd64 0.40.3-1ubuntu2 <none>
2024-05-21 20:56:40 status unpacked rygel:amd64 0.40.3-1ubuntu2
2024-05-21 20:56:40 status half-configured rygel:amd64 0.40.3-1ubuntu2
2024-05-21 20:56:40 status installed rygel:amd64 0.40.3-1ubuntu2
2024-05-21 20:56:40 status triggers-pending rygel:amd64 0.40.3-1ubuntu2
2024-05-21 20:56:40 configure pop-shop:amd64 7.4.0pop0~1709656947~22.04~552fdf3 <none>
2024-05-21 20:56:40 status unpacked pop-shop:amd64 7.4.0pop0~1709656947~22.04~552fdf3
2024-05-21 20:56:40 status half-configured pop-shop:amd64 7.4.0pop0~1709656947~22.04~552fdf3
2024-05-21 20:56:40 status triggers-awaited pop-shop:amd64 7.4.0pop0~1709656947~22.04~552fdf3
2024-05-21 20:56:40 configure gcc:amd64 4:11.2.0-1ubuntu1 <none>
2024-05-21 20:56:40 status unpacked gcc:amd64 4:11.2.0-1ubuntu1
2024-05-21 20:56:40 status half-configured gcc:amd64 4:11.2.0-1ubuntu1
2024-05-21 20:56:40 status installed gcc:amd64 4:11.2.0-1ubuntu1
2024-05-21 20:56:40 configure xorg:amd64 1:7.7+23ubuntu2 <none>
2024-05-21 20:56:40 status unpacked xorg:amd64 1:7.7+23ubuntu2
2024-05-21 20:56:40 status half-configured xorg:amd64 1:7.7+23ubuntu2
2024-05-21 20:56:40 status installed xorg:amd64 1:7.7+23ubuntu2
2024-05-21 20:56:40 configure g++:amd64 4:11.2.0-1ubuntu1 <none>
2024-05-21 20:56:40 status unpacked g++:amd64 4:11.2.0-1ubuntu1
2024-05-21 20:56:40 status half-configured g++:amd64 4:11.2.0-1ubuntu1
2024-05-21 20:56:40 status installed g++:amd64 4:11.2.0-1ubuntu1
2024-05-21 20:56:40 configure ure:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:40 status unpacked ure:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:40 status half-configured ure:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:40 status installed ure:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:40 configure build-essential:amd64 12.9ubuntu3 <none>
2024-05-21 20:56:40 status unpacked build-essential:amd64 12.9ubuntu3
2024-05-21 20:56:40 status half-configured build-essential:amd64 12.9ubuntu3
2024-05-21 20:56:40 status installed build-essential:amd64 12.9ubuntu3
2024-05-21 20:56:40 configure modemmanager:amd64 1.20.0-1~ubuntu22.04.3 <none>
2024-05-21 20:56:40 status unpacked modemmanager:amd64 1.20.0-1~ubuntu22.04.3
2024-05-21 20:56:40 status half-configured modemmanager:amd64 1.20.0-1~ubuntu22.04.3
2024-05-21 20:56:40 status installed modemmanager:amd64 1.20.0-1~ubuntu22.04.3
2024-05-21 20:56:40 configure libmount-dev:amd64 2.37.2-4ubuntu3.4 <none>
2024-05-21 20:56:40 status unpacked libmount-dev:amd64 2.37.2-4ubuntu3.4
2024-05-21 20:56:40 status half-configured libmount-dev:amd64 2.37.2-4ubuntu3.4
2024-05-21 20:56:40 status installed libmount-dev:amd64 2.37.2-4ubuntu3.4
2024-05-21 20:56:40 configure linux-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee <none>
2024-05-21 20:56:40 status unpacked linux-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 status half-configured linux-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 status installed linux-generic:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:40 configure libglib2.0-dev:amd64 2.72.4-0ubuntu2.3 <none>
2024-05-21 20:56:40 status unpacked libglib2.0-dev:amd64 2.72.4-0ubuntu2.3
2024-05-21 20:56:40 status half-configured libglib2.0-dev:amd64 2.72.4-0ubuntu2.3
2024-05-21 20:56:40 status triggers-awaited libglib2.0-dev:amd64 2.72.4-0ubuntu2.3
2024-05-21 20:56:40 configure libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:40 status unpacked libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:41 status half-configured libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status installed libreoffice-common:all 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 configure linux-system76:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee <none>
2024-05-21 20:56:44 status unpacked linux-system76:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:44 status half-configured linux-system76:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:44 status installed linux-system76:amd64 6.8.0.76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:56:44 configure libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:44 status unpacked libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status half-configured libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status installed libreoffice-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 configure libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:44 status unpacked libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status half-configured libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status installed libreoffice-math:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 configure libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:44 status unpacked libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status half-configured libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status installed libreoffice-gtk3:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 configure libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:44 status unpacked libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:44 status half-configured libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:45 status installed libreoffice-draw:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:45 configure libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:45 status unpacked libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:45 status half-configured libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:46 status installed libreoffice-gnome:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:46 configure libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:46 status unpacked libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:46 status half-configured libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:47 status installed libreoffice-impress:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:47 configure libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:47 status unpacked libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:47 status half-configured libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:47 status installed libreoffice-base-core:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:47 configure python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:47 status unpacked python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:47 status half-configured python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:48 status installed python3-uno:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:48 configure libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:48 status unpacked libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:48 status half-configured libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:48 status installed libreoffice-calc:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:48 configure libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4 <none>
2024-05-21 20:56:48 status unpacked libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:48 status half-configured libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:49 status installed libreoffice-writer:amd64 1:7.3.7-0ubuntu0.22.04.4
2024-05-21 20:56:49 configure liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4 <none>
2024-05-21 20:56:49 status unpacked liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4
2024-05-21 20:56:49 status half-configured liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4
2024-05-21 20:56:49 status installed liblvm2cmd2.03:amd64 2.03.11-2.1ubuntu4
2024-05-21 20:56:49 configure dmeventd:amd64 2:1.02.175-2.1ubuntu4 <none>
2024-05-21 20:56:49 status unpacked dmeventd:amd64 2:1.02.175-2.1ubuntu4
2024-05-21 20:56:49 status half-configured dmeventd:amd64 2:1.02.175-2.1ubuntu4
2024-05-21 20:56:49 status installed dmeventd:amd64 2:1.02.175-2.1ubuntu4
2024-05-21 20:56:49 configure libfwupdplugin5:amd64 1.9.5-1pop0~1695754564~22.04~44c2221 <none>
2024-05-21 20:56:49 status unpacked libfwupdplugin5:amd64 1.9.5-1pop0~1695754564~22.04~44c2221
2024-05-21 20:56:49 status half-configured libfwupdplugin5:amd64 1.9.5-1pop0~1695754564~22.04~44c2221
2024-05-21 20:56:49 status installed libfwupdplugin5:amd64 1.9.5-1pop0~1695754564~22.04~44c2221
2024-05-21 20:56:49 configure fwupd:amd64 1.9.5-1pop0~1695754564~22.04~44c2221 <none>
2024-05-21 20:56:49 status unpacked fwupd:amd64 1.9.5-1pop0~1695754564~22.04~44c2221
2024-05-21 20:56:49 status half-configured fwupd:amd64 1.9.5-1pop0~1695754564~22.04~44c2221
2024-05-21 20:56:50 status installed fwupd:amd64 1.9.5-1pop0~1695754564~22.04~44c2221
2024-05-21 20:56:50 configure liblwp-protocol-https-perl:all 6.10-1 <none>
2024-05-21 20:56:50 status unpacked liblwp-protocol-https-perl:all 6.10-1
2024-05-21 20:56:50 status half-configured liblwp-protocol-https-perl:all 6.10-1
2024-05-21 20:56:50 status installed liblwp-protocol-https-perl:all 6.10-1
2024-05-21 20:56:50 configure libwww-perl:all 6.61-1 <none>
2024-05-21 20:56:50 status unpacked libwww-perl:all 6.61-1
2024-05-21 20:56:50 status half-configured libwww-perl:all 6.61-1
2024-05-21 20:56:50 status installed libwww-perl:all 6.61-1
2024-05-21 20:56:50 configure lvm2:amd64 2.03.11-2.1ubuntu4 <none>
2024-05-21 20:56:50 status unpacked lvm2:amd64 2.03.11-2.1ubuntu4
2024-05-21 20:56:50 status half-configured lvm2:amd64 2.03.11-2.1ubuntu4
2024-05-21 20:56:51 status installed lvm2:amd64 2.03.11-2.1ubuntu4
2024-05-21 20:56:51 configure pop-server:amd64 2.0.0~1697231037~22.04~733a5e2 <none>
2024-05-21 20:56:51 status unpacked pop-server:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:51 status half-configured pop-server:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:51 status installed pop-server:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:51 configure libxml-parser-perl:amd64 2.46-3build1 <none>
2024-05-21 20:56:51 status unpacked libxml-parser-perl:amd64 2.46-3build1
2024-05-21 20:56:51 status half-configured libxml-parser-perl:amd64 2.46-3build1
2024-05-21 20:56:51 status installed libxml-parser-perl:amd64 2.46-3build1
2024-05-21 20:56:51 configure libxml-twig-perl:all 1:3.52-1 <none>
2024-05-21 20:56:51 status unpacked libxml-twig-perl:all 1:3.52-1
2024-05-21 20:56:51 status half-configured libxml-twig-perl:all 1:3.52-1
2024-05-21 20:56:51 status installed libxml-twig-perl:all 1:3.52-1
2024-05-21 20:56:51 configure libnet-dbus-perl:amd64 1.2.0-1build3 <none>
2024-05-21 20:56:51 status unpacked libnet-dbus-perl:amd64 1.2.0-1build3
2024-05-21 20:56:51 status half-configured libnet-dbus-perl:amd64 1.2.0-1build3
2024-05-21 20:56:51 status installed libnet-dbus-perl:amd64 1.2.0-1build3
2024-05-21 20:56:51 configure pop-desktop:amd64 2.0.0~1697231037~22.04~733a5e2 <none>
2024-05-21 20:56:51 status unpacked pop-desktop:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:51 status half-configured pop-desktop:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:51 status triggers-awaited pop-desktop:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:51 trigproc dbus:amd64 1.12.20-2ubuntu4.1 <none>
2024-05-21 20:56:51 status half-configured dbus:amd64 1.12.20-2ubuntu4.1
2024-05-21 20:56:51 status installed dbus:amd64 1.12.20-2ubuntu4.1
2024-05-21 20:56:51 trigproc shared-mime-info:amd64 2.1-2 <none>
2024-05-21 20:56:51 status half-configured shared-mime-info:amd64 2.1-2
2024-05-21 20:56:54 status installed shared-mime-info:amd64 2.1-2
2024-05-21 20:56:54 trigproc udev:amd64 249.11-0ubuntu3 <none>
2024-05-21 20:56:54 status half-configured udev:amd64 249.11-0ubuntu3
2024-05-21 20:56:55 status installed udev:amd64 249.11-0ubuntu3
2024-05-21 20:56:55 trigproc libgtk-4-1:amd64 4.6.9+ds-0ubuntu0.22.04.2 <none>
2024-05-21 20:56:55 status half-configured libgtk-4-1:amd64 4.6.9+ds-0ubuntu0.22.04.2
2024-05-21 20:56:55 status installed libgtk-4-1:amd64 4.6.9+ds-0ubuntu0.22.04.2
2024-05-21 20:56:55 trigproc libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2 <none>
2024-05-21 20:56:55 status half-configured libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-05-21 20:56:55 status installed libgdk-pixbuf-2.0-0:amd64 2.42.8+dfsg-1ubuntu0.2
2024-05-21 20:56:55 trigproc install-info:amd64 6.8-4build1 <none>
2024-05-21 20:56:55 status half-configured install-info:amd64 6.8-4build1
2024-05-21 20:56:55 status installed install-info:amd64 6.8-4build1
2024-05-21 20:56:55 trigproc fontconfig:amd64 2.13.1-4.2ubuntu5 <none>
2024-05-21 20:56:55 status half-configured fontconfig:amd64 2.13.1-4.2ubuntu5
2024-05-21 20:56:55 status installed fontconfig:amd64 2.13.1-4.2ubuntu5
2024-05-21 20:56:55 trigproc desktop-file-utils:amd64 0.26-1ubuntu3 <none>
2024-05-21 20:56:55 status half-configured desktop-file-utils:amd64 0.26-1ubuntu3
2024-05-21 20:56:55 status installed desktop-file-utils:amd64 0.26-1ubuntu3
2024-05-21 20:56:55 trigproc hicolor-icon-theme:all 0.17-2 <none>
2024-05-21 20:56:55 status half-configured hicolor-icon-theme:all 0.17-2
2024-05-21 20:56:55 status installed hicolor-icon-theme:all 0.17-2
2024-05-21 20:56:55 trigproc dictionaries-common:all 1.28.14 <none>
2024-05-21 20:56:55 status half-configured dictionaries-common:all 1.28.14
2024-05-21 20:56:56 status installed dictionaries-common:all 1.28.14
2024-05-21 20:56:56 trigproc gnome-menus:amd64 3.36.0-1ubuntu3 <none>
2024-05-21 20:56:56 status half-configured gnome-menus:amd64 3.36.0-1ubuntu3
2024-05-21 20:56:56 status installed gnome-menus:amd64 3.36.0-1ubuntu3
2024-05-21 20:56:56 trigproc libglib2.0-0:amd64 2.72.4-0ubuntu2.3 <none>
2024-05-21 20:56:56 status half-configured libglib2.0-0:amd64 2.72.4-0ubuntu2.3
2024-05-21 20:56:56 status installed yelp:amd64 42.1-1
2024-05-21 20:56:56 status installed totem-common:all 42.0-1ubuntu1
2024-05-21 20:56:56 status installed simple-scan:amd64 42.0-1
2024-05-21 20:56:56 status installed seahorse:amd64 41.0-2
2024-05-21 20:56:56 status installed pop-shop:amd64 7.4.0pop0~1709656947~22.04~552fdf3
2024-05-21 20:56:56 status installed pop-desktop:amd64 2.0.0~1697231037~22.04~733a5e2
2024-05-21 20:56:56 status installed libgnomekbd-common:all 3.26.1-2
2024-05-21 20:56:56 status installed libglib2.0-dev:amd64 2.72.4-0ubuntu2.3
2024-05-21 20:56:56 status installed hidpi-daemon:all 18.04.6~1661971145~22.04~0ea00f5
2024-05-21 20:56:56 status installed gucharmap:amd64 1:14.0.3-1
2024-05-21 20:56:56 status installed gnome-weather:all 41.0-3ubuntu2
2024-05-21 20:56:56 status installed gnome-remote-desktop:amd64 42.9-0ubuntu0.22.04.1
2024-05-21 20:56:56 status installed gnome-power-manager:amd64 3.32.0-2build2
2024-05-21 20:56:56 status installed gnome-calendar:amd64 41.2-3
2024-05-21 20:56:56 status installed gnome-calculator:amd64 1:41.1-2ubuntu2
2024-05-21 20:56:56 status installed folks-common:all 0.15.5-2
2024-05-21 20:56:56 status installed evince:amd64 42.3-0ubuntu3.1
2024-05-21 20:56:56 status installed eog:amd64 42.0-1
2024-05-21 20:56:56 status installed baobab:amd64 41.0-2
2024-05-21 20:56:57 status installed libglib2.0-0:amd64 2.72.4-0ubuntu2.3
2024-05-21 20:56:57 trigproc libgtk-3-0:amd64 3.24.33-1ubuntu2.1 <none>
2024-05-21 20:56:57 status half-configured libgtk-3-0:amd64 3.24.33-1ubuntu2.1
2024-05-21 20:56:57 status installed libgtk-3-0:amd64 3.24.33-1ubuntu2.1
