2023-03-08 17:38:36 startup archives install
2024-05-21 20:56:57 trigproc libc-bin:amd64 2.35-0ubuntu3.7 <none>
2024-05-21 20:56:57 status half-configured libc-bin:amd64 2.35-0ubuntu3.7
2024-05-21 20:56:57 status installed libc-bin:amd64 2.35-0ubuntu3.7
2024-05-21 20:56:57 trigproc rsyslog:amd64 8.2112.0-2ubuntu2.2 <none>
2024-05-21 20:56:57 status half-configured rsyslog:amd64 8.2112.0-2ubuntu2.2
2024-05-21 20:56:57 status installed rsyslog:amd64 8.2112.0-2ubuntu2.2
2024-05-21 20:56:57 trigproc systemd:amd64 249.11-0ubuntu3.11pop0~1704473387~22.04~3ce38bf <none>
2024-05-21 20:56:57 status half-configured systemd:amd64 249.11-0ubuntu3.11pop0~1704473387~22.04~3ce38bf
2024-05-21 20:56:57 status installed systemd:amd64 249.11-0ubuntu3.11pop0~1704473387~22.04~3ce38bf
2024-05-21 20:56:57 configure totem:amd64 42.0-1ubuntu1 <none>
2024-05-21 20:56:57 status unpacked totem:amd64 42.0-1ubuntu1
2024-05-21 20:56:57 status half-configured totem:amd64 42.0-1ubuntu1
2024-05-21 20:56:57 status installed totem:amd64 42.0-1ubuntu1
2024-05-21 20:56:57 configure libgnomekbd8:amd64 3.26.1-2 <none>
2024-05-21 20:56:57 status triggers-pending libc-bin:amd64 2.35-0ubuntu3.7
2024-05-21 20:56:57 status unpacked libgnomekbd8:amd64 3.26.1-2
2024-05-21 20:56:57 status half-configured libgnomekbd8:amd64 3.26.1-2
2024-05-21 20:56:57 status installed libgnomekbd8:amd64 3.26.1-2
2024-05-21 20:56:57 configure libfolks26:amd64 0.15.5-2 <none>
2024-05-21 20:56:57 status unpacked libfolks26:amd64 0.15.5-2
2024-05-21 20:56:57 status half-configured libfolks26:amd64 0.15.5-2
2024-05-21 20:56:57 status installed libfolks26:amd64 0.15.5-2
2024-05-21 20:56:57 configure libfolks-eds26:amd64 0.15.5-2 <none>
2024-05-21 20:56:57 status unpacked libfolks-eds26:amd64 0.15.5-2
2024-05-21 20:56:57 status half-configured libfolks-eds26:amd64 0.15.5-2
2024-05-21 20:56:57 status installed libfolks-eds26:amd64 0.15.5-2
2024-05-21 20:56:57 configure libostree-dev:amd64 2022.2-3 <none>
2024-05-21 20:56:57 status unpacked libostree-dev:amd64 2022.2-3
2024-05-21 20:56:57 status half-configured libostree-dev:amd64 2022.2-3
2024-05-21 20:56:57 status installed libostree-dev:amd64 2022.2-3
2024-05-21 20:56:57 configure ubuntu-docs:all 22.04.5 <none>
2024-05-21 20:56:57 status unpacked ubuntu-docs:all 22.04.5
2024-05-21 20:56:57 status half-configured ubuntu-docs:all 22.04.5
2024-05-21 20:56:57 status installed ubuntu-docs:all 22.04.5
2024-05-21 20:56:57 configure geary:amd64 40.0-2 <none>
2024-05-21 20:56:57 status unpacked geary:amd64 40.0-2
2024-05-21 20:56:57 status half-configured geary:amd64 40.0-2
2024-05-21 20:56:57 status installed geary:amd64 40.0-2
2024-05-21 20:56:57 configure totem-plugins:amd64 42.0-1ubuntu1 <none>
2024-05-21 20:56:57 status unpacked totem-plugins:amd64 42.0-1ubuntu1
2024-05-21 20:56:57 status half-configured totem-plugins:amd64 42.0-1ubuntu1
2024-05-21 20:56:57 status installed totem-plugins:amd64 42.0-1ubuntu1
2024-05-21 20:56:57 configure gnome-user-docs:all 41.5-1ubuntu2 <none>
2024-05-21 20:56:57 status unpacked gnome-user-docs:all 41.5-1ubuntu2
2024-05-21 20:56:57 status half-configured gnome-user-docs:all 41.5-1ubuntu2
2024-05-21 20:56:57 status installed gnome-user-docs:all 41.5-1ubuntu2
2024-05-21 20:56:57 configure gnome-contacts:amd64 41.0-2 <none>
2024-05-21 20:56:57 status unpacked gnome-contacts:amd64 41.0-2
2024-05-21 20:56:57 status half-configured gnome-contacts:amd64 41.0-2
2024-05-21 20:56:57 status installed gnome-contacts:amd64 41.0-2
2024-05-21 20:56:57 configure libflatpak-dev:amd64 1.14.6-1~1713976503~22.04~1a1043a <none>
2024-05-21 20:56:57 status unpacked libflatpak-dev:amd64 1.14.6-1~1713976503~22.04~1a1043a
2024-05-21 20:56:57 status half-configured libflatpak-dev:amd64 1.14.6-1~1713976503~22.04~1a1043a
2024-05-21 20:56:57 status installed libflatpak-dev:amd64 1.14.6-1~1713976503~22.04~1a1043a
2024-05-21 20:56:57 configure gkbd-capplet:amd64 3.26.1-2 <none>
2024-05-21 20:56:57 status unpacked gkbd-capplet:amd64 3.26.1-2
2024-05-21 20:56:57 status half-configured gkbd-capplet:amd64 3.26.1-2
2024-05-21 20:56:57 status installed gkbd-capplet:amd64 3.26.1-2
2024-05-21 20:56:57 configure pop-transition:all 1.1.2~1673280823~22.04~3b034ef <none>
2024-05-21 20:56:57 status unpacked pop-transition:all 1.1.2~1673280823~22.04~3b034ef
2024-05-21 20:56:57 status triggers-pending dbus:amd64 1.12.20-2ubuntu4.1
2024-05-21 20:56:57 status half-configured pop-transition:all 1.1.2~1673280823~22.04~3b034ef
2024-05-21 20:56:57 status installed pop-transition:all 1.1.2~1673280823~22.04~3b034ef
2024-05-21 20:56:57 trigproc sgml-base:all 1.30 <none>
2024-05-21 20:56:57 status half-configured sgml-base:all 1.30
2024-05-21 20:56:57 status installed xml-core:all 0.18+nmu1
2024-05-21 20:56:57 status installed sgml-base:all 1.30
2024-05-21 20:56:57 configure sgml-data:all 2.0.11+nmu1 <none>
2024-05-21 20:56:57 status triggers-pending sgml-base:all 1.30
2024-05-21 20:56:57 status unpacked sgml-data:all 2.0.11+nmu1
2024-05-21 20:56:57 status half-configured sgml-data:all 2.0.11+nmu1
2024-05-21 20:56:58 status triggers-awaited sgml-data:all 2.0.11+nmu1
2024-05-21 20:56:58 trigproc sgml-base:all 1.30 <none>
2024-05-21 20:56:58 status half-configured sgml-base:all 1.30
2024-05-21 20:56:58 status installed sgml-data:all 2.0.11+nmu1
2024-05-21 20:56:58 status installed sgml-base:all 1.30
2024-05-21 20:56:58 configure docbook-xml:all 4.5-11 <none>
2024-05-21 20:56:58 status triggers-pending sgml-base:all 1.30
2024-05-21 20:56:58 status unpacked docbook-xml:all 4.5-11
2024-05-21 20:56:58 status half-configured docbook-xml:all 4.5-11
2024-05-21 20:57:00 status triggers-awaited docbook-xml:all 4.5-11
2024-05-21 20:57:00 trigproc dbus-broker:amd64 29-4build1 <none>
2024-05-21 20:57:00 status half-configured dbus-broker:amd64 29-4build1
2024-05-21 20:57:00 status installed dbus-broker:amd64 29-4build1
2024-05-21 20:57:00 trigproc linux-image-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee <none>
2024-05-21 20:57:00 status half-configured linux-image-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:58:02 status installed linux-image-6.8.0-76060800daily20240311-generic:amd64 6.8.0-76060800daily20240311.202403110203~1715181801~22.04~aba43ee
2024-05-21 20:58:02 trigproc initramfs-tools:all 0.140ubuntu13.4pop2~1711143149~22.04~e0b5994 <none>
2024-05-21 20:58:02 status half-configured initramfs-tools:all 0.140ubuntu13.4pop2~1711143149~22.04~e0b5994
2024-05-21 20:59:02 status installed initramfs-tools:all 0.140ubuntu13.4pop2~1711143149~22.04~e0b5994
2024-05-21 20:59:02 trigproc rygel:amd64 0.40.3-1ubuntu2 <none>
2024-05-21 20:59:02 status half-configured rygel:amd64 0.40.3-1ubuntu2
2024-05-21 20:59:02 status installed rygel:amd64 0.40.3-1ubuntu2
2024-05-21 20:59:02 trigproc libc-bin:amd64 2.35-0ubuntu3.7 <none>
2024-05-21 20:59:02 status half-configured libc-bin:amd64 2.35-0ubuntu3.7
2024-05-21 20:59:02 status installed libc-bin:amd64 2.35-0ubuntu3.7
2024-05-21 20:59:02 trigproc dbus:amd64 1.12.20-2ubuntu4.1 <none>
2024-05-21 20:59:02 status half-configured dbus:amd64 1.12.20-2ubuntu4.1
2024-05-21 20:59:02 status installed dbus:amd64 1.12.20-2ubuntu4.1
2024-05-21 20:59:02 trigproc sgml-base:all 1.30 <none>
2024-05-21 20:59:02 status half-configured sgml-base:all 1.30
2024-05-21 20:59:02 status installed docbook-xml:all 4.5-11
2024-05-21 20:59:03 status installed sgml-base:all 1.30
2024-05-21 21:06:02 startup archives unpack
2024-05-21 21:06:02 install fonts-arphic-uming:all <none> 0.2.20080216.2-10ubuntu2
2024-05-21 21:06:02 status half-installed fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2024-05-21 21:06:02 status triggers-pending fontconfig:amd64 2.13.1-4.2ubuntu5
2024-05-21 21:06:03 status unpacked fonts-arphic-uming:all 0.2.20080216.2-10ubuntu2
2024-05-21 21:06:03 install language-pack-ar-base:all <none> 1:22.04+20240212
2024-05-21 21:06:03 status half-installed language-pack-ar-base:all 1:22.04+20240212
2024-05-21 21:06:03 status unpacked language-pack-ar-base:all 1:22.04+20240212
2024-05-21 21:06:03 install language-pack-ar:all <none> 1:22.04+20240212
2024-05-21 21:06:03 status half-installed language-pack-ar:all 1:22.04+20240212
2024-05-21 21:06:03 status unpacked language-pack-ar:all 1:22.04+20240212
2024-05-21 21:06:03 install language-pack-de-base:all <none> 1:22.04+20240212
2024-05-21 21:06:03 status half-installed language-pack-de-base:all 1:22.04+20240212
2024-05-21 21:06:03 status unpacked language-pack-de-base:all 1:22.04+20240212
2024-05-21 21:06:03 install language-pack-de:all <none> 1:22.04+20240212
2024-05-21 21:06:03 status half-installed language-pack-de:all 1:22.04+20240212
2024-05-21 21:06:03 status unpacked language-pack-de:all 1:22.04+20240212
2024-05-21 21:06:04 install language-pack-en-base:all <none> 1:22.04+20240212
2024-05-21 21:06:04 status half-installed language-pack-en-base:all 1:22.04+20240212
2024-05-21 21:06:04 status unpacked language-pack-en-base:all 1:22.04+20240212
2024-05-21 21:06:04 install language-pack-en:all <none> 1:22.04+20240212
2024-05-21 21:06:04 status half-installed language-pack-en:all 1:22.04+20240212
2024-05-21 21:06:04 status unpacked language-pack-en:all 1:22.04+20240212
2024-05-21 21:06:04 install language-pack-es-base:all <none> 1:22.04+20240212
2024-05-21 21:06:04 status half-installed language-pack-es-base:all 1:22.04+20240212
2024-05-21 21:06:04 status unpacked language-pack-es-base:all 1:22.04+20240212
2024-05-21 21:06:04 install language-pack-es:all <none> 1:22.04+20240212
2024-05-21 21:06:04 status half-installed language-pack-es:all 1:22.04+20240212
2024-05-21 21:06:05 status unpacked language-pack-es:all 1:22.04+20240212
2024-05-21 21:06:05 install language-pack-fr-base:all <none> 1:22.04+20240212
2024-05-21 21:06:05 status half-installed language-pack-fr-base:all 1:22.04+20240212
2024-05-21 21:06:05 status unpacked language-pack-fr-base:all 1:22.04+20240212
2024-05-21 21:06:05 install language-pack-fr:all <none> 1:22.04+20240212
2024-05-21 21:06:05 status half-installed language-pack-fr:all 1:22.04+20240212
2024-05-21 21:06:05 status unpacked language-pack-fr:all 1:22.04+20240212
2024-05-21 21:06:05 install language-pack-gnome-ar-base:all <none> 1:22.04+20240212
2024-05-21 21:06:05 status half-installed language-pack-gnome-ar-base:all 1:22.04+20240212
2024-05-21 21:06:05 status unpacked language-pack-gnome-ar-base:all 1:22.04+20240212
2024-05-21 21:06:06 install language-pack-gnome-ar:all <none> 1:22.04+20240212
2024-05-21 21:06:06 status half-installed language-pack-gnome-ar:all 1:22.04+20240212
2024-05-21 21:06:06 status unpacked language-pack-gnome-ar:all 1:22.04+20240212
2024-05-21 21:06:06 install language-pack-gnome-de-base:all <none> 1:22.04+20240212
2024-05-21 21:06:06 status half-installed language-pack-gnome-de-base:all 1:22.04+20240212
2024-05-21 21:06:06 status unpacked language-pack-gnome-de-base:all 1:22.04+20240212
2024-05-21 21:06:06 install language-pack-gnome-de:all <none> 1:22.04+20240212
2024-05-21 21:06:06 status half-installed language-pack-gnome-de:all 1:22.04+20240212
2024-05-21 21:06:06 status unpacked language-pack-gnome-de:all 1:22.04+20240212
2024-05-21 21:06:06 install language-pack-gnome-en-base:all <none> 1:22.04+20240212
2024-05-21 21:06:06 status half-installed language-pack-gnome-en-base:all 1:22.04+20240212
2024-05-21 21:06:07 status unpacked language-pack-gnome-en-base:all 1:22.04+20240212
2024-05-21 21:06:07 install language-pack-gnome-en:all <none> 1:22.04+20240212
2024-05-21 21:06:07 status half-installed language-pack-gnome-en:all 1:22.04+20240212
2024-05-21 21:06:07 status unpacked language-pack-gnome-en:all 1:22.04+20240212
2024-05-21 21:06:07 install language-pack-gnome-es-base:all <none> 1:22.04+20240212
2024-05-21 21:06:07 status half-installed language-pack-gnome-es-base:all 1:22.04+20240212
2024-05-21 21:06:07 status unpacked language-pack-gnome-es-base:all 1:22.04+20240212
2024-05-21 21:06:08 install language-pack-gnome-es:all <none> 1:22.04+20240212
2024-05-21 21:06:08 status half-installed language-pack-gnome-es:all 1:22.04+20240212
2024-05-21 21:06:08 status unpacked language-pack-gnome-es:all 1:22.04+20240212
2024-05-21 21:06:08 install language-pack-gnome-fr-base:all <none> 1:22.04+20240212
2024-05-21 21:06:08 status half-installed language-pack-gnome-fr-base:all 1:22.04+20240212
2024-05-21 21:06:08 status unpacked language-pack-gnome-fr-base:all 1:22.04+20240212
2024-05-21 21:06:08 install language-pack-gnome-fr:all <none> 1:22.04+20240212
2024-05-21 21:06:08 status half-installed language-pack-gnome-fr:all 1:22.04+20240212
2024-05-21 21:06:08 status unpacked language-pack-gnome-fr:all 1:22.04+20240212
2024-05-21 21:06:09 install language-pack-gnome-it-base:all <none> 1:22.04+20240212
2024-05-21 21:06:09 status half-installed language-pack-gnome-it-base:all 1:22.04+20240212
2024-05-21 21:06:09 status unpacked language-pack-gnome-it-base:all 1:22.04+20240212
2024-05-21 21:06:09 install language-pack-it-base:all <none> 1:22.04+20240212
2024-05-21 21:06:09 status half-installed language-pack-it-base:all 1:22.04+20240212
2024-05-21 21:06:09 status unpacked language-pack-it-base:all 1:22.04+20240212
2024-05-21 21:06:09 install language-pack-it:all <none> 1:22.04+20240212
2024-05-21 21:06:09 status half-installed language-pack-it:all 1:22.04+20240212
2024-05-21 21:06:09 status unpacked language-pack-it:all 1:22.04+20240212
2024-05-21 21:06:09 install language-pack-gnome-it:all <none> 1:22.04+20240212
2024-05-21 21:06:09 status half-installed language-pack-gnome-it:all 1:22.04+20240212
2024-05-21 21:06:10 status unpacked language-pack-gnome-it:all 1:22.04+20240212
2024-05-21 21:06:10 install language-pack-gnome-ja-base:all <none> 1:22.04+20240212
2024-05-21 21:06:10 status half-installed language-pack-gnome-ja-base:all 1:22.04+20240212
2024-05-21 21:06:10 status unpacked language-pack-gnome-ja-base:all 1:22.04+20240212
2024-05-21 21:06:10 install language-pack-ja-base:all <none> 1:22.04+20240212
2024-05-21 21:06:10 status half-installed language-pack-ja-base:all 1:22.04+20240212
2024-05-21 21:06:10 status unpacked language-pack-ja-base:all 1:22.04+20240212
2024-05-21 21:06:10 install language-pack-ja:all <none> 1:22.04+20240212
2024-05-21 21:06:10 status half-installed language-pack-ja:all 1:22.04+20240212
2024-05-21 21:06:10 status unpacked language-pack-ja:all 1:22.04+20240212
2024-05-21 21:06:10 install language-pack-gnome-ja:all <none> 1:22.04+20240212
2024-05-21 21:06:10 status half-installed language-pack-gnome-ja:all 1:22.04+20240212
2024-05-21 21:06:11 status unpacked language-pack-gnome-ja:all 1:22.04+20240212
2024-05-21 21:06:11 install language-pack-gnome-pt-base:all <none> 1:22.04+20240212
2024-05-21 21:06:11 status half-installed language-pack-gnome-pt-base:all 1:22.04+20240212
2024-05-21 21:06:11 status unpacked language-pack-gnome-pt-base:all 1:22.04+20240212
2024-05-21 21:06:11 install language-pack-pt-base:all <none> 1:22.04+20240212
2024-05-21 21:06:11 status half-installed language-pack-pt-base:all 1:22.04+20240212
2024-05-21 21:06:12 status unpacked language-pack-pt-base:all 1:22.04+20240212
2024-05-21 21:06:12 install language-pack-pt:all <none> 1:22.04+20240212
2024-05-21 21:06:12 status half-installed language-pack-pt:all 1:22.04+20240212
2024-05-21 21:06:12 status unpacked language-pack-pt:all 1:22.04+20240212
2024-05-21 21:06:12 install language-pack-gnome-pt:all <none> 1:22.04+20240212
2024-05-21 21:06:12 status half-installed language-pack-gnome-pt:all 1:22.04+20240212
2024-05-21 21:06:12 status unpacked language-pack-gnome-pt:all 1:22.04+20240212
2024-05-21 21:06:12 install language-pack-gnome-ru-base:all <none> 1:22.04+20240212
2024-05-21 21:06:12 status half-installed language-pack-gnome-ru-base:all 1:22.04+20240212
2024-05-21 21:06:13 status unpacked language-pack-gnome-ru-base:all 1:22.04+20240212
2024-05-21 21:06:13 install language-pack-ru-base:all <none> 1:22.04+20240212
2024-05-21 21:06:13 status half-installed language-pack-ru-base:all 1:22.04+20240212
2024-05-21 21:06:13 status unpacked language-pack-ru-base:all 1:22.04+20240212
2024-05-21 21:06:13 install language-pack-ru:all <none> 1:22.04+20240212
2024-05-21 21:06:13 status half-installed language-pack-ru:all 1:22.04+20240212
2024-05-21 21:06:13 status unpacked language-pack-ru:all 1:22.04+20240212
2024-05-21 21:06:13 install language-pack-gnome-ru:all <none> 1:22.04+20240212
2024-05-21 21:06:13 status half-installed language-pack-gnome-ru:all 1:22.04+20240212
2024-05-21 21:06:13 status unpacked language-pack-gnome-ru:all 1:22.04+20240212
2024-05-21 21:06:13 install language-pack-gnome-zh-hans-base:all <none> 1:22.04+20240212
2024-05-21 21:06:13 status half-installed language-pack-gnome-zh-hans-base:all 1:22.04+20240212
2024-05-21 21:06:14 status unpacked language-pack-gnome-zh-hans-base:all 1:22.04+20240212
2024-05-21 21:06:14 install language-pack-zh-hans-base:all <none> 1:22.04+20240212
2024-05-21 21:06:14 status half-installed language-pack-zh-hans-base:all 1:22.04+20240212
2024-05-21 21:06:14 status unpacked language-pack-zh-hans-base:all 1:22.04+20240212
2024-05-21 21:06:14 install language-pack-zh-hans:all <none> 1:22.04+20240212
2024-05-21 21:06:14 status half-installed language-pack-zh-hans:all 1:22.04+20240212
2024-05-21 21:06:14 status unpacked language-pack-zh-hans:all 1:22.04+20240212
2024-05-21 21:06:14 install language-pack-gnome-zh-hans:all <none> 1:22.04+20240212
2024-05-21 21:06:14 status half-installed language-pack-gnome-zh-hans:all 1:22.04+20240212
2024-05-21 21:06:14 status unpacked language-pack-gnome-zh-hans:all 1:22.04+20240212
2024-05-21 21:06:14 install language-pack-gnome-zh-hant-base:all <none> 1:22.04+20240212
2024-05-21 21:06:14 status half-installed language-pack-gnome-zh-hant-base:all 1:22.04+20240212
2024-05-21 21:06:15 status unpacked language-pack-gnome-zh-hant-base:all 1:22.04+20240212
2024-05-21 21:06:15 install language-pack-zh-hant-base:all <none> 1:22.04+20240212
2024-05-21 21:06:15 status half-installed language-pack-zh-hant-base:all 1:22.04+20240212
2024-05-21 21:06:15 status unpacked language-pack-zh-hant-base:all 1:22.04+20240212
2024-05-21 21:06:15 install language-pack-zh-hant:all <none> 1:22.04+20240212
2024-05-21 21:06:15 status half-installed language-pack-zh-hant:all 1:22.04+20240212
2024-05-21 21:06:15 status unpacked language-pack-zh-hant:all 1:22.04+20240212
2024-05-21 21:06:15 install language-pack-gnome-zh-hant:all <none> 1:22.04+20240212
2024-05-21 21:06:15 status half-installed language-pack-gnome-zh-hant:all 1:22.04+20240212
2024-05-21 21:06:15 status unpacked language-pack-gnome-zh-hant:all 1:22.04+20240212
2024-05-21 21:06:15 install fonts-arphic-ukai:all <none> 0.2.20080216.2-5
2024-05-21 21:06:15 status half-installed fonts-arphic-ukai:all 0.2.20080216.2-5
2024-05-21 21:06:16 status unpacked fonts-arphic-ukai:all 0.2.20080216.2-5
2024-05-21 21:06:16 install fonts-noto-cjk:all <none> 1:20220127+repack1-1
2024-05-21 21:06:16 status half-installed fonts-noto-cjk:all 1:20220127+repack1-1
2024-05-21 21:06:18 status unpacked fonts-noto-cjk:all 1:20220127+repack1-1
2024-05-21 21:06:18 install fonts-noto-cjk-extra:all <none> 1:20220127+repack1-1
2024-05-21 21:06:18 status half-installed fonts-noto-cjk-extra:all 1:20220127+repack1-1
2024-05-21 21:06:21 status unpacked fonts-noto-cjk-extra:all 1:20220127+repack1-1
2024-05-21 21:06:21 install fonts-noto-core:all <none> 20201225-1build1
2024-05-21 21:06:21 status half-installed fonts-noto-core:all 20201225-1build1
2024-05-21 21:06:22 status unpacked fonts-noto-core:all 20201225-1build1
2024-05-21 21:06:22 install fonts-noto-ui-core:all <none> 20201225-1build1
2024-05-21 21:06:22 status half-installed fonts-noto-ui-core:all 20201225-1build1
2024-05-21 21:06:22 status unpacked fonts-noto-ui-core:all 20201225-1build1
2024-05-21 21:06:22 install gnome-user-docs-de:all <none> 41.5-1ubuntu2
2024-05-21 21:06:22 status half-installed gnome-user-docs-de:all 41.5-1ubuntu2
2024-05-21 21:06:22 status unpacked gnome-user-docs-de:all 41.5-1ubuntu2
2024-05-21 21:06:22 install gnome-user-docs-es:all <none> 41.5-1ubuntu2
2024-05-21 21:06:22 status half-installed gnome-user-docs-es:all 41.5-1ubuntu2
2024-05-21 21:06:23 status unpacked gnome-user-docs-es:all 41.5-1ubuntu2
2024-05-21 21:06:23 install gnome-user-docs-fr:all <none> 41.5-1ubuntu2
2024-05-21 21:06:23 status half-installed gnome-user-docs-fr:all 41.5-1ubuntu2
2024-05-21 21:06:23 status unpacked gnome-user-docs-fr:all 41.5-1ubuntu2
2024-05-21 21:06:23 install gnome-user-docs-it:all <none> 41.5-1ubuntu2
2024-05-21 21:06:23 status half-installed gnome-user-docs-it:all 41.5-1ubuntu2
2024-05-21 21:06:23 status unpacked gnome-user-docs-it:all 41.5-1ubuntu2
2024-05-21 21:06:23 install gnome-user-docs-ja:all <none> 41.5-1ubuntu2
2024-05-21 21:06:23 status half-installed gnome-user-docs-ja:all 41.5-1ubuntu2
2024-05-21 21:06:23 status unpacked gnome-user-docs-ja:all 41.5-1ubuntu2
2024-05-21 21:06:23 install gnome-user-docs-pt:all <none> 41.5-1ubuntu2
